,acc_cyt,domains,Mycofactocin_RRE,mycofact_rSAM,mycofactocin,actino_HemFlav,mycofact_creat,mycofact_glyco,SDR_subfam_1,SDR_subfam_2,Pyr_redox_2,mycofact_OYE_2,mycofact_OYE_1,Reductase_C,Rv0697,GerE,Response_reg,TetR_N,ETF_alpha,HisKA_3,DNA_alkylation,ETF,Fe-ADH,GG-red-SF,AAA_5,mycofact_TetR,HTH_AsnC-type
WP_079671634.1,zzzz644,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', '2A0305', 'EutB', 'EutC']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_188587400.1,zzzz732,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'SCM_rSAM_ScmE', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'GMC_mycofac_2', 'Rv1155_F420', 'adh_short', 'dhbA_paeA']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_114515823.1,zzzz790,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Hydrolase_4', 'adh_short', 'HTH_30', 'GGDEF_2']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_188780455.1,zzzz795,"['Response_reg', 'GerE', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'mycofact_glyco', 'Trans_reg_C', 'SnoaL_2', 'EamA']",1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
WP_131767354.1,zzzz871,"['ETF_alpha', 'ETF', 'mycofact_OYE_2', 'mycofact_OYE_1', 'Thi4', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Fer4_15', 'pter_reduc_Leis']",1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
WP_200072267.1,zzzzz28,"['ETF_alpha', 'mycofact_OYE_2', 'mycofact_OYE_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'SUFU', 'DUF6507']",1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WP_156112049.1,zzzz147,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_OYE_1', 'SDR_subfam_1', 'mycofact_OYE_2', 'HpaR', 'mycofact_creat']",1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_071066652.1,zzzz185,"['mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Amidohydro_2']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_072842753.1,zzzz189,"['mycofact_OYE_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'DNA_alkylation', 'glut_race']",1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WP_216926636.1,zzzz207,"['AAA_33', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697']",1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WP_088944898.1,zzzz276,"['mycofact_OYE_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'GerE', 'Response_reg', 'HisKA_3', 'Fe-ADH', 'VWA_CoxE', 'AAA_5', 'AAA_30']",1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0
WP_123389035.1,zzzz329,"['SmpB', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco']",1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_097182813.1,zzzz373,"['EAL', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'SDR_subfam_1', 'FAD_binding_3', 'Se_ygfK']",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_137799491.1,zzzz470,"['mycofact_OYE_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'glut_race', 'Pyr_redox_2', 'Reductase_C']",1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_131748170.1,zzzz487,"['Mycofactocin_RRE', 'RraA-like', 'Methyltransf_11', 'Methyltransf_12']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_122191250.1,zzzz490,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'SDR_subfam_2', 'mycofact_glyco', 'mycofact_creat']",1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_137724950.1,zzzz505,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'SDR_subfam_1', 'mycofact_creat', 'mycofact_glyco', 'Rv0697']",1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WP_070377795.1,zzzz602,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_OYE_1', 'SDR_subfam_1', 'mycofact_OYE_2', 'T7SS_ESX_EspC']",1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_013809152.1,zzzz607,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'IclR', 'HTH_IclR']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_142259239.1,zzzz698,"['SDR_subfam_2', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'mycofact_OYE_2', 'ETF_alpha', 'ETF', 'DUF1127', 'GG-red-SF', 'DAO', 'Fer4_2', 'Fer4', 'mft_etfB', 'mycofact_creat']",1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
WP_131576677.1,zzzz747,"['mycofact_OYE_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'glut_race', 'Pyr_redox_2']",1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_192165965.1,zzzz751,"['APH', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'betA', 'Oxidored_FMN', 'adh_short', 'AcAcCoA_reduct', 'SnoaL_2']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_127954974.1,zzzz774,"['mycofact_OYE_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'glut_race', 'Pyr_redox_2', 'Reductase_C']",1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_090359925.1,zzzz809,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_glyco', 'Rv0697', 'TetR_N', 'RutR']",1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
WP_125038028.1,zzzzz62,"['SDR_subfam_2', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'PNTB', 'pntA', 'Rieske', 'FAA_hydrolase', 'gentisate_1_2', 'SDR_subfam_1']",1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_137160495.1,zzzzz79,"['TetR_N', 'TetR_C_29', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'SDR_subfam_1', 'VWA_2', 'VWA_CoxE', 'EAL', 'ACT_7', 'DUF4398', 'mycofact_creat']",1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WP_223397610.1,zzzzz92,"['Response_reg', 'GerE', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'mycofact_glyco', 'Trans_reg_C', '4hydroxCoAred', 'CO_dehy_Mo_lg', 'FAD_binding_5', 'CO_deh_flav_C']",1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
WP_137774430.1,zzzzz93,"['Rv0697', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'IclR']",1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WP_120023277.1,zzzz121,"['mycofact_glyco', 'SDR_subfam_2', 'mycofact_creat', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'DUF5994']",1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_142100005.1,zzzz148,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_OYE_1', 'mycofact_OYE_2', 'ABATE', 'AHSA1']",1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_026303233.1,zzzz191,"['SDR_subfam_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'menE']",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_031469039.1,zzzz194,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_094683638.1,zzzz235,"['Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'WD40', 'ANAPC4_WD40', 'AAA_16', 'PD40', 'PQQ_ABC_repeats', 'DUF6476']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_083933808.1,zzzz241,"['SucB_Actino', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco']",1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_036429147.1,zzzz261,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'TetR_N', 'mycofact_TetR', 'DprA_WH']",1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
WP_011209975.1,zzzz291,"['TetR_N', 'HTH_7', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'BTAD', 'Trans_reg_C', 'AAA_22', 'PhoH', 'pimC_large']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WP_024453855.1,zzzz305,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Pyr_redox_2', 'HTH_AsnC-type', 'MarR', 'Sigma70_r4']",1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WP_153909464.1,zzzz320,"['Reductase_C', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'betA', 'Aldedh', 'Rxyl_3153']",1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_169593449.1,zzzz326,"['HisKA_3', 'GAF_2', 'Response_reg', 'GerE', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_glyco', 'Rv0697']",1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
WP_009476072.1,zzzz336,"['SPW', 'Mycofactocin_RRE', 'FAD_binding_2', 'DDE_5', 'CBS', 'BON']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_072791256.1,zzzz348,"['ETF_alpha', 'mycofact_OYE_2', 'mycofact_OYE_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'bioA']",1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WP_127781979.1,zzzz361,"['TetR_C_31', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_OYE_1', 'mycofact_OYE_2', 'TetR_C_33', 'rluA_subfam']",1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_166532984.1,zzzz394,"['mycofact_creat', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'FAD_binding_3']",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_075839699.1,zzzz409,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'GerE', 'Response_reg', 'HisKA_3', 'HATPase_c_2', 'Kazal_3', 'Fe-ADH', 'nickel_nikE']",1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
WP_026453032.1,zzzz447,"['mycofact_rSAM', 'mycofact_MftB', 'mycofactocin', 'greA', 'cobS', 'CobN-Mg_chel']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_153359621.1,zzzz479,"['bacter_Hen1', 'mycofact_creat', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin']",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_153803715.1,zzzz501,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'actino_HemFlav', 'TetR_N', 'LacI', 'HTH_23', 'TetR_C_11', 'Pyr_redox_3', 'NAD_binding_9', 'SDR_subfam_1']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WP_036437331.1,zzzz524,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_glyco', 'Rv0697']",1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WP_175507447.1,zzzz534,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'DUF1269', 'SfLAP', 'SHOCT', 'DUF6325', 'Phage_holin_4_2']",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_223733327.1,zzzz560,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Response_reg', 'GerE', 'HisKA_3', 'HATPase_c_2', 'Fe-ADH']",1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
WP_226863645.1,zzzz566,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Pyr_redox_2', 'Reductase_C', 'HTH_AsnC-type', 'MarR', 'Sigma70_r4', 'HTH_Tnp_ISL3']",1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
WP_019819147.1,zzzz585,"['CMAS', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'GreA_GreB', 'GreA_GreB_N', 'CobN-Mg_chel', 'CbiE', 'CbtA']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_054046050.1,zzzz690,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco']",1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_163733650.1,zzzz712,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_glyco', 'Rv0697', 'TetR_N']",1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
WP_056680815.1,zzzz719,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco']",1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_109864114.1,zzzz723,"['TraG-D_C', 'DUF4913', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_207007000.1,zzzz728,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'MarR', 'padR_acidobact', 'GntR', 'AraC_binding_2', 'HTH_18']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_085670033.1,zzzz745,"['Pyr_redox_2', 'Reductase_C', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'TetR_N', 'TetR_C_11']",1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
WP_197257285.1,zzzz829,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_OYE_1', 'SDR_subfam_1', 'mycofact_OYE_2', 'zf-CGNR', 'ABATE', 'AHSA1']",1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_133799664.1,zzzz842,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_092200042.1,zzzzz25,"['EAL', 'DUF4131', 'mycofact_rSAM', 'Mycofactocin_RRE', 'pcaR_pcaU', 'HTH_5', 'Aldedh', 'HpnZ_proposed', 'Ring_hydroxyl_B', 'benzo_1_2_benA']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_072704570.1,zzzzz41,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_OYE_1', 'SDR_subfam_1', 'mycofact_OYE_2', 'ATP-grasp_4', '/NonD']",1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_224277223.1,zzzzz47,"['Aldedh', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco']",1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_040718660.1,zzzzzz5,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Cupin_6', 'HTH_18', 'DUF664']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_182345901.1,zzzz112,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'SnoaL_2', 'mycofact_OYE_2', 'mycofact_creat']",1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_212553384.1,zzzz118,"['HisKA_3', 'HATPase_c_2', 'DUF1294', 'GerE', 'Response_reg', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'DUF732']",1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
WP_024805704.1,zzzz156,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_glyco', 'mycofact_creat', 'Glyoxalase', 'Glyoxalase_6']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_028643615.1,zzzz198,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Peptidase_M14', 'CBM_6']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_159925553.1,zzzz263,"['DUF222', 'HNH', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_OYE_1', 'SDR_subfam_1', 'mycofact_OYE_2', 'mycofact_creat', 'mycofact_glyco', 'Rv0697']",1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WP_024794746.1,zzzz319,"['GerE', 'Response_reg', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_OYE_1', 'mycofact_OYE_2', 'mycofact_creat', 'mycofact_glyco']",1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
WP_213002365.1,zzzz381,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_070352546.1,zzzz389,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_glyco', 'Rv0697', 'TetR_N', 'mycofact_TetR']",1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
WP_211903205.1,zzzz414,"['mft_etfB', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Response_reg', 'GerE', 'HisKA_3', 'Fe-ADH']",1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
WP_217637036.1,zzzz441,"['SDR_subfam_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'am_tr_V_VC1184', 'Aldo_ket_red']",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_083405415.1,zzzz464,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_164203365.1,zzzz506,"['mycofact_rSAM', 'Mycofactocin_RRE', 'SBP_bac_8', 'PhnU2', 'TrbK_Ti', 'PhnU2', 'potA']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_007531746.1,zzzz527,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_OYE_1', 'mycofact_OYE_2', 'mycofact_creat', 'mycofact_glyco', 'Rv0697']",1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WP_014378467.1,zzzz573,"['mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'FAD_binding_3']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_028938040.1,zzzz606,"['adh_short', 'pter_reduc_Leis', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'HTH_20', 'AHSA1', 'DUF899', 'Polbeta']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_043515728.1,zzzz649,"['mycofact_rSAM', 'Mycofactocin_RRE', 'PGF-CTERM', 'mycofactocin', 'omega_3_PfaA', 'KR', 'PS-DH', 'PP-binding', 'Docking', 'omega_3_PfaA', 'PS-DH', 'fabD', 'malonate_mdcH', 'PP-binding', 'PT_fungal_PKS', 'Docking', 'menH_SHCHC', 'Thioester-redct', 'omega_3_PfaA', 'PS-DH', 'Ketoacyl-synt_C', 'PP-binding', 'Docking']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_203828539.1,zzzz674,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_200846770.1,zzzz682,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'PucR', 'HTH_30']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_005625398.1,zzzz744,"['Pyr_redox_2', 'Reductase_C', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'TetR_N', 'TetR_C_20']",1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
WP_189842123.1,zzzz801,"['Aldedh', 'decarb_PcaC', 'mycofactocin', 'Mycofactocin_RRE', 'XdhC_C', 'xanthine_xdhC', 'mycofact_rSAM', 'mycofact_creat', 'mycofact_glyco']",1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_097196808.1,zzzz811,"['EAL', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'PetG', 'DUF6404', 'FAD_binding_3']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_134322155.1,zzzz817,"['CpaE_hom_Actino', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'VWA_CoxE', 'AAA_5', 'bpMoxR', 'TIGR02928']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WP_014442838.1,zzzz891,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_188489265.1,zzzzz34,"['HisKA_3', 'GerE', 'Response_reg', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'AMP-binding', 'AMP-binding_C', 'COesterase', 'Acetyltransf_1', 'MR_MLE_C', 'Enolase_like_N']",1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
