,prot_1,prot_2,counts
5060,DUF6358,Mycofactocin_RRE,3
5061,Lumazine_bd_2,mycofact_TetR,3
5062,mycofact_creat,Clp_N,3
5063,GG-red-SF,DNA_pol_lambd_f,3
5064,VWA_2,Pribosyltran,3
5065,DUF998,mycofact_creat,3
5066,DUF998,mycofact_TetR,3
5067,SnoaL_4,CO_dehy_Mo_lg,3
5068,SDR_subfam_1,Pribosyltran,3
5069,NTP_transf_9,mycofact_creat,3
5070,NTP_transf_9,mycofact_TetR,3
5071,Lumazine_bd_2,mycofact_creat,3
5072,SDR_subfam_2,Methyltransf_19,3
5073,mycofact_TetR,Guanylate_cyc,3
5074,pucE,CO_dehy_Mo_lg,3
5075,ETF_alpha,HTH_28,3
5076,efflux_Bcr_CflA,SEC-C,3
5077,mycofact_TetR,DNA_pol_lambd_f,3
5078,mycofact_OYE_1,IMS,3
5079,ECH_1,CO_dehy_Mo_lg,3
5080,mycofact_rSAM,F5_F8_type_C,3
5081,actino_HemFlav,Methyltransf_19,3
5082,TetR_N,CO_dehy_Mo_lg,3
5083,DAO,actino_HemFlav,3
5084,CbbQ_C,TetR_N,3
5085,PaaB1,Mycofactocin_RRE,3
5086,PaaB1,actino_HemFlav,3
5087,Creatininase,GG-red-SF,3
5088,DUF1254,mycofact_glyco,3
5089,mft_etfB,IMS,3
5090,DAO,mycofact_glyco,3
5091,PaaB1,mycofact_TetR,3
5092,Amino_oxidase,mycofact_TetR,3
5093,mycofact_creat,Methyltransf_19,3
5094,CO_dehy_Mo_lg,MFS_1,3
5095,actino_HemFlav,Guanylate_cyc,3
5096,DUF4097,mycofact_glyco,3
5097,mycofact_TetR,IMS,3
5098,Peptidase_S8,Mycofactocin_RRE,3
5099,DUF6358,actino_HemFlav,3
5100,TREH_N,actino_HemFlav,3
5101,Mg_chelatase,Rxyl_3153,3
5102,Glyco_hydro_15,mycofact_creat,3
5103,Lumazine_bd_2,CO_deh_flav_C,3
5104,TREH_N,mycofactocin,3
5105,zwf,VWA_CoxE,3
5106,Glyco_hydro_15,mycofact_TetR,3
5107,zwf,mycofact_rSAM,3
5108,zwf,Mycofactocin_RRE,3
5109,actino_HemFlav,Mg_chelatase,3
5110,GG-red-SF,HTH_28,3
5111,SnoaL_4,FAD_binding_5,3
5112,TREH_N,mycofact_glyco,3
5113,SnoaL_4,Lumazine_bd_2,3
5114,Peptidase_S8,mycofactocin,3
5115,SmpB,actino_HemFlav,3
5116,Glyco_hydro_15,Rxyl_3153,3
5117,IMS,DNA_pol_lambd_f,3
5118,zwf,mycofact_glyco,3
5119,mycofact_creat,Guanylate_cyc,3
5120,SmpB,Rxyl_3153,3
5121,UPF0225,Response_reg,3
5122,mycofact_glyco,Guanylate_cyc,3
5123,SnoaL_2,Response_reg,3
5124,NTP_transf_9,mycofact_rSAM,3
5125,Mycofactocin_RRE,IMS,3
5126,NTP_transf_9,Mycofactocin_RRE,3
5127,Rv0697,Pribosyltran,3
5128,ECH_1,FAD_binding_5,3
5129,HTH_20,NDMA_methanol,3
5130,ECH_1,Lumazine_bd_2,3
5131,NTP_transf_9,mycofactocin,3
5132,mycofact_rSAM,Guanylate_cyc,3
5133,SDR_subfam_1,aprB,3
5134,Mycofactocin_RRE,Guanylate_cyc,3
5135,mycofactocin,Guanylate_cyc,3
5136,zwf,mycofactocin,3
5137,SmpB,mycofact_TetR,3
5138,ETF,IMS,3
5139,Peptidase_S8,mycofact_rSAM,3
5140,ETF,DNA_pol_lambd_f,3
5141,Ribonuc_L-PSP,AMP-binding,3
5142,GxGYxYP_C,mycofact_glyco,3
5143,Ribonuc_L-PSP,pbp2_mrdA,3
5144,GxGYxYP_C,AcCoA-C-Actrans,3
5145,HTH_Tnp_ISL3,SigE-fam_strep,3
5146,Glyoxalase_6,SigE-fam_strep,3
5147,AMP-binding_C,GxGYxYP_C,3
5148,Ribonuc_L-PSP,cyc_hxne_CoA_dh,3
5149,SigE-fam_strep,TetR_N,3
5150,DUF4097,Rxyl_3153,3
5151,DUF4097,GxGYxYP_N,3
5152,pbp2_mrdA,mycofactocin,3
5153,Orn_aminotrans,SigE-fam_strep,3
5154,PE,TetR_C_11,3
5155,protocat_pcaD,AcCoA-C-Actrans,3
5156,DUF4097,protocat_pcaD,3
5157,GxGYxYP_C,Glyoxalase,3
5158,Sirohm_synth_M,TetR_C_11,3
5159,Ribonuc_L-PSP,GxGYxYP_C,3
5160,AMP-binding_C,protocat_pcaD,3
5161,GxGYxYP_C,pbp2_mrdA,3
5162,mycofact_creat,F5_F8_type_C,3
5163,GxGYxYP_C,mycofact_rSAM,3
5164,GxGYxYP_C,Mycofactocin_RRE,3
5165,protocat_pcaD,Reductase_C,3
5166,DUF4097,GxGYxYP_C,3
5167,Rxyl_3153,cyc_hxne_CoA_dh,3
5168,VWA_CoxE,trehalose_treC,3
5169,DUF4097,Glyoxalase,3
5170,DUF4097,pbp2_mrdA,3
5171,SnoaL_4,pucE,3
5172,Ribonuc_L-PSP,DUF4097,3
5173,SBP_bac_1,mycofact_glyco,3
5174,VWA_CoxE,HTH_IclR,3
5175,GxGYxYP_C,mycofactocin,3
5176,mycofactocin,Beta_helix,3
5177,AMP-binding,GxGYxYP_C,3
5178,DUF4097,cyc_hxne_CoA_dh,3
5179,mycofact_rSAM,Beta_helix,3
5180,Ribonuc_L-PSP,AMP-binding_C,3
5181,AMP-binding_C,pbp2_mrdA,3
5182,Lumazine_bd_2,CO_dehy_Mo_lg,3
5183,SnoaL_4,CO_deh_flav_C,3
5184,DDAH_eukar,SigE-fam_strep,3
5185,mycofact_glyco,Glyoxalase_4,3
5186,Ribonuc_L-PSP,AcCoA-C-Actrans,3
5187,DUF4097,AMP-binding,3
5188,Rv1155_F420,DUF3040,3
5189,Glyoxalase,cyc_hxne_CoA_dh,3
5190,AMP-binding_C,GxGYxYP_N,3
5191,GxGYxYP_N,Mycofactocin_RRE,3
5192,Lumazine_bd_2,FAD_binding_5,3
5193,GxGYxYP_N,mycofact_rSAM,3
5194,GxGYxYP_N,AcCoA-C-Actrans,3
5195,mycofact_rSAM,IMS,3
5196,pbp2_mrdA,SDR_subfam_1,3
5197,Ribonuc_L-PSP,GxGYxYP_N,3
5198,mycofact_rSAM,pbp2_mrdA,3
5199,Usp,IMS,3
5200,SBP_bac_1,BPD_transp_1,3
5201,GxGYxYP_N,Glyoxalase,3
5202,pbp2_mrdA,Rxyl_3153,3
5203,Ribonuc_L-PSP,protocat_pcaD,3
5204,Glyoxalase,Rxyl_3153,3
5205,SnoaL_4,COXG,3
5206,GxGYxYP_N,pbp2_mrdA,3
5207,DUF4097,AMP-binding_C,3
5208,GxGYxYP_N,cyc_hxne_CoA_dh,3
5209,GxGYxYP_C,protocat_pcaD,3
5210,pbp2_mrdA,cyc_hxne_CoA_dh,3
5211,GxGYxYP_C,cyc_hxne_CoA_dh,3
5212,GxGYxYP_C,Rxyl_3153,3
5213,Ribonuc_L-PSP,Rxyl_3153,3
5214,Mycofactocin_RRE,Beta_helix,3
5215,GxGYxYP_N,mycofact_glyco,3
5216,protocat_pcaD,Glyoxalase,3
5217,pbp2_mrdA,AcCoA-C-Actrans,3
5218,Glyoxalase,AcCoA-C-Actrans,3
5219,protocat_pcaD,pbp2_mrdA,3
5220,AMP-binding,GxGYxYP_N,3
5221,Isochorismatase,DUF1707,3
5222,PqqA,DUF1707,3
5223,GxGYxYP_N,mycofactocin,3
5224,Ribonuc_L-PSP,Glyoxalase,3
5225,GxGYxYP_C,SDR_subfam_1,3
5226,Mycofactocin_RRE,pbp2_mrdA,3
5227,MFS_1,Pyr_redox_2,3
5228,ECH_1,COXG,3
5229,Lumazine_bd_2,SDR_subfam_2,3
5230,Mycofactocin_RRE,DNA_pol_lambd_f,3
5231,pbp2_mrdA,Glyoxalase,3
5232,Usp,MarR,3
5233,Acetyltransf_6,Acetyltransf_1,3
5234,actino_HemFlav,HTH_AraC,3
5235,zf-C2H2,Mycofactocin_RRE,3
5236,zinc_ribbon_2,UPF0547,3
5237,actino_HemFlav,rSAM_BlsE,3
5238,mycofact_rSAM,rSAM_BlsE,3
5239,DUF4242,mycofact_glyco,3
5240,DUF4242,mycofactocin,3
5241,SDR_subfam_1,Malic_M,3
5242,SDR_subfam_1,malic,3
5243,DUF4242,Mycofactocin_RRE,3
5244,UPF0547,mycofact_rSAM,3
5245,AcCoA-C-Actrans,Rv0697,3
5246,DUF4242,mycofact_rSAM,3
5247,zf-C2H2,actino_HemFlav,3
5248,rSAM_BlsE,mycofactocin,3
5249,Isochorismatase,Transp_cyt_pur,3
5250,TetR_C_30,mycofact_creat,3
5251,zf-C2H2,mycofactocin,3
5252,pimD_small,mycofactocin,3
5253,Ni_hydr_CYTB,Mycofactocin_RRE,3
5254,Ni_hydr_CYTB,mycofact_rSAM,3
5255,Rxyl_3153,quinone_pig3,3
5256,pimD_small,actino_HemFlav,3
5257,pimD_small,Rv0697,3
5258,zinc_ribbon_2,Rubredoxin_2,3
5259,UPF0547,mycofactocin,3
5260,Mycofactocin_RRE,DUF362,3
5261,rSAM_BlsE,Mycofactocin_RRE,3
5262,Fer2,mycofact_glyco,3
5263,AHSA1,MarR_2,3
5264,Chlorophyllase2,mycofact_creat,3
5265,Stand_Alone_Lasso_RRE,ETF_alpha,3
5266,HTH_24,Response_reg,3
5267,Chlorophyllase2,mycofact_rSAM,3
5268,Chlorophyllase2,Mycofactocin_RRE,3
5269,cztS_silS_copS,phoR_proteo,3
5270,protocat_pcaD,SDR_subfam_2,3
5271,BD-FAE,mycofactocin,3
5272,CarboxypepD_reg,mycofact_TetR,3
5273,mycofact_TetR,prpB,3
5274,mycofact_TetR,aprB,3
5275,zinc_ribbon_2,zf-C2H2,3
5276,LPXTG_anchor,mycofactocin,3
5277,mycofact_creat,DinB_2,3
5278,UPF0547,Mycofactocin_RRE,3
5279,zinc_ribbon_2,actino_HemFlav,3
5280,Thioesterase,TPR_MalT,3
5281,VWA_CoxE,AHSA1,3
5282,AAA_5,AHSA1,3
5283,mycofactocin,DinB_2,3
5284,VWA_CoxE,HTH_Crp_2,3
5285,zf-C2H2,mycofact_rSAM,3
5286,mycofact_TetR,SGL,3
5287,VWA_CoxE,MarR_2,3
5288,mycofact_glyco,am_tr_V_VC1184,3
5289,pimD_small,mycofact_TetR,3
5290,mycofact_creat,citE,3
5291,Rv0697,PhnU2,3
5292,actino_HemFlav,SBP_bac_8,3
5293,SBP_bac_8,Rv0697,3
5294,actino_HemFlav,GGDEF_2,3
5295,TetR_C_30,Rv0697,3
5296,SBP_bac_8,mycofact_TetR,3
5297,AAA_29,mycofact_rSAM,3
5298,betA,SBP_bac_8,3
5299,AAA_29,Mycofactocin_RRE,3
5300,Dabb,SBP_bac_8,3
5301,Rv0697,betA,3
5302,HTH_28,HTH_30,3
5303,betA,Cupin_2,3
5304,pimD_small,mycofact_creat,3
5305,Rce1-like,HTH_20,3
5306,VWA_CoxE,HTH_30,3
5307,mycofactocin,TOBE,3
5308,mycofact_glyco,TOBE,3
5309,mycofact_glyco,GGDEF_2,3
5310,NAD_binding_10,mycofact_rSAM,3
5311,NAD_binding_10,Mycofactocin_RRE,3
5312,AAA_5,HTH_24,3
5313,Reductase_C,Methyltransf_11,3
5314,NAD_binding_10,mycofactocin,3
5315,SDR_subfam_2,FA_desaturase,3
5316,mycofact_rSAM,GGDEF_2,3
5317,TetR_C_24,AAA_5,3
5318,HTH_AsnC-type,AAA_5,3
5319,actino_HemFlav,TOBE,3
5320,Ni_hydr_CYTB,mycofactocin,3
5321,Ni_hydr_CYTB,actino_HemFlav,3
5322,betaine_BetI,HTH_23,3
5323,Rubredoxin_2,zf-C2H2,3
5324,TetR_N,rSAM_BlsE,3
5325,zinc_ribbon_2,phoR_proteo,3
5326,Thiolase_N,mycofact_creat,3
5327,TetR_N,formate_TAT,3
5328,2-Hacid_dh_C,mycofact_glyco,3
5329,mycofact_TetR,Peripla_BP_6,3
5330,AAA_29,mycofactocin,3
5331,pimD_small,Mycofactocin_RRE,3
5332,pimD_small,mycofact_rSAM,3
5333,adk,Gpr1_Fun34_YaaH,3
5334,HATPase_c_2,AAA,3
5335,Ac_CoA_lig_AcsA,AAA,3
5336,Peripla_BP_6,urea_trans_UrtD,3
5337,pcaR_pcaU,HTH_IclR,3
5338,PA_CoA_ligase,mycofact_creat,3
5339,SBP_bac_8,PhnU2,3
5340,PA_CoA_ligase,mycofact_glyco,3
5341,PA_CoA_ligase,pcaR_pcaU,3
5342,HTH_23,Rxyl_3153,3
5343,mycofact_TetR,DinB_2,3
5344,actino_HemFlav,DinB_2,3
5345,SDR_subfam_2,SigE-fam_strep,3
5346,Fer4_6,mycofact_OYE_1,3
5347,HTH_20,HTH_28,3
5348,drrC,HpcH_HpaI,3
5349,HTH_30,TetR_N,3
5350,mycofact_TetR,HpcH_HpaI,3
5351,efflux_EmrB,VWA_2,3
5352,DUF4442,HpcH_HpaI,3
5353,TetR_C_24,cyc_hxne_CoA_dh,3
5354,ABC2_membrane,HpcH_HpaI,3
5355,mycofactocin,HpcH_HpaI,3
5356,Rv0697,SBP_bac_5,3
5357,Mycofactocin_RRE,HpcH_HpaI,3
5358,drrA,HpcH_HpaI,3
5359,mycofact_glyco,FAD_oxidored,3
5360,Stand_Alone_Lasso_RRE,mycofact_OYE_1,3
5361,Asp_Glu_race,HTH_24,3
5362,Fer4_13,ETF_alpha,3
5363,efflux_EmrB,HTH_24,3
5364,mycofact_creat,nickel_nikE,3
5365,Fer4_13,mft_etfB,3
5366,Sig70_famx2,HTH_24,3
5367,Stand_Alone_Lasso_RRE,Fer4_6,3
5368,Glyoxalase_6,Fer4,3
5369,HTH_24,HTH_Tnp_ISL3,3
5370,Glyoxalase_6,GG-red-SF,3
5371,Transket_pyr,mycofactocin,3
5372,Peripla_BP_6,BPD_transp_2,3
5373,Mycofactocin_RRE,DUF1656,3
5374,mycofact_TetR,DUF1656,3
5375,prpB,Hva1_TUDOR,3
5376,mycofact_rSAM,cytochro_ccmI,3
5377,mycofactocin,cytochro_ccmI,3
5378,Mycofactocin_RRE,Hva1_TUDOR,3
5379,betA,Chorismate_bind,3
5380,prpB,Chorismate_bind,3
5381,phnR_burk,Chorismate_bind,3
5382,Meth_synt_2,AAA_5,3
5383,GGDEF,AAA_5,3
5384,Transket_pyr,Mycofactocin_RRE,3
5385,Mycofactocin_RRE,cytochro_ccmI,3
5386,Transket_pyr,Transketolase_C,3
5387,mycofact_rSAM,DUF1656,3
5388,mycofactocin,DUF1656,3
5389,Transketolase_C,mycofactocin,3
5390,Transketolase_C,Mycofactocin_RRE,3
5391,HTH_30,LysR_substrate,3
5392,mycofact_glyco,DUF1656,3
5393,Acyl_transf_3,mycofact_TetR,3
5394,PHB_DH,mycofact_rSAM,3
5395,Glyoxalase,GMC_mycofac_2,3
5396,mycofact_creat,DUF1656,3
5397,actino_HemFlav,DUF1656,3
5398,Stand_Alone_Lasso_RRE,SDR_subfam_1,3
5399,TetR_C_11,HTH_24,3
5400,Fer4_13,mycofact_OYE_1,3
5401,mycofactocin,DUF362,3
5402,Stand_Alone_Lasso_RRE,Glyoxalase_6,3
5403,mycoS_dep_FDH,actino_HemFlav,3
5404,mycoS_dep_FDH,mycofactocin,3
5405,HATPase_c,AAA_5,3
5406,BD-FAE,mycofact_rSAM,3
5407,BD-FAE,Mycofactocin_RRE,3
5408,HTH_24,HisKA_3,3
5409,mycofact_rSAM,DUF362,3
5410,mycoS_dep_FDH,mycofact_rSAM,3
5411,Stand_Alone_Lasso_RRE,SDR_subfam_2,3
5412,mycoS_dep_FDH,Mycofactocin_RRE,3
5413,Stand_Alone_Lasso_RRE,mycofact_OYE_2,3
5414,Stand_Alone_Lasso_RRE,mft_etfB,3
5415,Glyoxalase_6,mft_etfB,3
5416,Stand_Alone_Lasso_RRE,Fer4_13,3
5417,Fer4_6,P450_cycloAA_1,3
5418,Stand_Alone_Lasso_RRE,P450_cycloAA_1,3
5419,HTH_11,SDR_subfam_2,3
5420,Glyoxalase_6,Fer4_2,3
5421,Fer4_13,mycofact_OYE_2,3
5422,Mycofactocin_RRE,DinB_2,3
5423,SigE-fam_strep,HTH_AsnC-type,3
5424,mycofact_rSAM,DinB_2,3
5425,Thioesterase,mft_etfB,3
5426,mycofact_TetR,SBP_bac_5,3
5427,Thioesterase,SDR_subfam_2,3
5428,Glyoxalase_6,Fer4_6,3
5429,Stand_Alone_Lasso_RRE,Fer4,3
5430,Glyoxalase_6,mycofact_OYE_2,3
5431,Stand_Alone_Lasso_RRE,Fer4_2,3
5432,Stand_Alone_Lasso_RRE,GG-red-SF,3
5433,mycofactocin,FAD_oxidored,3
5434,mycofact_rSAM,FAD_oxidored,3
5435,AI-2E_transport,Mycofactocin_RRE,3
5436,Glyoxalase_6,ETF_alpha,3
5437,AI-2E_transport,mycofact_rSAM,3
5438,AI-2E_transport,mycofact_glyco,3
5439,LPOR,Rv0697,3
5440,Fer4_13,GG-red-SF,3
5441,AI-2E_transport,mycofactocin,3
5442,rpsJ_bact,EF-G,3
5443,Glyoxalase_6,mycofact_OYE_1,3
5444,Stand_Alone_Lasso_RRE,mycofact_TetR,3
5445,Glyoxalase_6,Fer4_13,3
5446,mycofact_rSAM,Clp_N,3
5447,Mycofactocin_RRE,FAD_oxidored,3
5448,mycofact_rSAM,urea_trans_UrtD,3
5449,pcaR_pcaU,nickel_nikE,3
5450,COesterase,EF-G,3
5451,COesterase,DUF2332,3
5452,Condensation,mycofact_creat,3
5453,Mycofactocin_RRE,TOBE,3
5454,MarR_2,drrA,3
5455,glut_race,His_Phos_1,3
5456,mycofact_creat,glcD,3
5457,Mycofactocin_RRE,glcD,3
5458,actino_HemFlav,RibD_C,3
5459,XdhC_CoxI,mycofact_creat,3
5460,AAA_5,HTH_28,3
5461,GAF_3,Mycofactocin_RRE,3
5462,KfrA_N,SDR_subfam_2,3
5463,SDR_subfam_2,mmCoA_mut_beta,3
5464,mycofact_TetR,glcD,3
5465,HTH_20,HTH_24,3
5466,mycofact_creat,RibD_C,3
5467,actino_HemFlav,glcD,3
5468,VWA_2,pcaR_pcaU,3
5469,BPD_transp_2,urea_trans_UrtD,3
5470,mycofactocin,PaaX,3
5471,SDR_subfam_2,Peripla_BP_6,3
5472,mycofact_rSAM,PaaX,3
5473,mycofact_rSAM,Ribosomal_L31,3
5474,Polyketide_cyc2,HTH_20,3
5475,Mycofactocin_RRE,PadR,3
5476,GGDEF,Ribosomal_L31,3
5477,CobN-Mg_chel,ETF,3
5478,Mycofactocin_RRE,PaaX,3
5479,Mycofactocin_RRE,Ribosomal_L31,3
5480,mycofact_TetR,Ribosomal_L31,3
5481,MM_CoA_mutase,mycofact_TetR,3
5482,GAF_3,Response_reg,3
5483,mycofact_rSAM,glcD,3
5484,GAF_3,mycofactocin,3
5485,mycofactocin,urea_trans_UrtD,3
5486,propionate_PrpR,mycofact_glyco,3
5487,Ribonuc_L-PSP,mycofact_creat,3
5488,mycofact_glyco,Hemerythrin,3
5489,HTH_3,AMP-binding,3
5490,XdhC_CoxI,XdhC_C,3
5491,HTH_31,HNH,3
5492,actino_HemFlav,DUF732,3
5493,XdhC_CoxI,mycofact_glyco,3
5494,mycofact_rSAM,DUF732,3
5495,XdhC_CoxI,mycofactocin,3
5496,Mycofactocin_RRE,padR_acidobact,3
5497,GAF_3,mycofact_rSAM,3
5498,mycofactocin,DUF732,3
5499,XdhC_CoxI,actino_HemFlav,3
5500,Mycofactocin_RRE,DUF732,3
5501,MCM,pcaR_pcaU,3
5502,XdhC_CoxI,Mycofactocin_RRE,3
5503,XdhC_CoxI,mycofact_rSAM,3
5504,lao,MM_CoA_mutase,3
5505,HisKA_3,GAF_3,3
5506,mycofactocin,glcD,3
5507,XdhC_C,actino_HemFlav,3
5508,CobN-Mg_chel,GG-red-SF,3
5509,mycofact_creat,Ribosomal_L31,3
5510,HTH_31,SPW,3
5511,mycofact_rSAM,Ricin_B_lectin,3
5512,HTH_20,FAD_binding_3,3
5513,AAA_5,GAF_3,3
5514,NDMA_methanol,GAF_3,3
5515,Voltage_CLC,LIP,3
5516,actino_HemFlav,ant_ant_sig,3
5517,PA_CoA_Oxy5,LIP,3
5518,mycofactocin,Ricin_B_lectin,3
5519,LIP,CoA_transf_3,3
5520,Mycofactocin_RRE,Ricin_B_lectin,3
5521,LIP,GMC_mycofac_2,3
5522,LIP,mycofact_glyco,3
5523,mycofact_TetR,ant_ant_sig,3
5524,Rv0697,proV,3
5525,SDR_subfam_1,Ricin_B_lectin,3
5526,Mycofactocin_RRE,ant_ant_sig,3
5527,Pyr_redox_2,LIP,3
5528,LIP,mycofact_creat,3
5529,mycofact_glyco,Ricin_B_lectin,3
5530,DNA_alkylation,LIP,3
5531,mycofact_rSAM,ant_ant_sig,3
5532,DoxX_3,LIP,3
5533,mycofact_OYE_1,Rv0697,3
5534,mycofact_rSAM,padR_acidobact,3
5535,SDR_subfam_2,BPD_transp_2,3
5536,mycofact_creat,Ricin_B_lectin,3
5537,Phosphodiest,TetR_N,3
5538,mycofactocin,ant_ant_sig,3
5539,adh_short_C2,Fer4,3
5540,CobN-Mg_chel,Fer4,3
5541,Rv0697,NMT1,3
5542,Polyketide_cyc2,Ribosomal_L31,3
5543,VWA_CoxE,GAF_3,3
5544,CobN-Mg_chel,mft_etfB,3
5545,mycofactocin,PadR,3
5546,mycofact_TetR,NMT1,3
5547,Polyketide_cyc2,GGDEF,3
5548,mycofact_rSAM,PadR,3
5549,Peripla_BP_2,Ribosomal_L31,3
5550,DUF4442,GMC_mycofac_2,3
5551,SDR_subfam_1,TetR_C_1,3
5552,CobN-Mg_chel,Fer4_2,3
5553,nickel_nikE,HTH_23,3
5554,nickel_nikD,Rv0697,3
5555,CobN-Mg_chel,HHH_6,3
5556,Mycofactocin_RRE,NMT1,3
5557,GAF_3,GerE,3
5558,mycofact_creat,Peripla_BP_6,3
5559,nickel_nikD,HTH_23,3
5560,CobN-Mg_chel,ETF_alpha,3
5561,mycofactocin,NMT1,3
5562,SDR_subfam_2,SnoaL_2,3
5563,SDR_subfam_2,AAA_16,3
5564,HTH_31,glut_race,3
5565,mycofact_TetR,His_Phos_1,3
5566,DHPS,mycofactocin,3
5567,Flavin_Reduct,TetR_N,3
5568,TetR_N,HATPase_c_2,3
5569,DHPS,mycofact_TetR,3
5570,DHPS,mycofact_rSAM,3
5571,Response_reg,cyc_hxne_CoA_dh,3
5572,DHPS,Mycofactocin_RRE,3
5573,ntrB,mycofactocin,3
5574,DHPS,actino_HemFlav,3
5575,ntrB,actino_HemFlav,3
5576,GerE,cyc_hxne_CoA_dh,3
5577,ntrB,mycofact_creat,3
5578,AAA_33,AAA_5,3
5579,mycofact_TetR,xylG,3
5580,DHPS,mycofact_glyco,3
5581,AAA_33,GerE,3
5582,DHPS,SDR_subfam_2,3
5583,AAA_33,Response_reg,3
5584,FAD_binding_2,mycofact_glyco,3
5585,SDR_subfam_2,MerR_1,3
5586,mycofactocin,Peripla_BP_4,3
5587,Ribonuc_L-PSP,AAA_5,3
5588,Ribonuc_L-PSP,Fe-ADH,3
5589,FAD_binding_2,actino_HemFlav,3
5590,Ribonuc_L-PSP,HisKA_3,3
5591,ntrB,mycofact_rSAM,3
5592,Mycofactocin_RRE,ntrB,3
5593,ntrB,SsuA_fam,3
5594,proV,actino_HemFlav,3
5595,TPR_19,HTH_3,3
5596,cztR_silR_copR,cztS_silS_copS,3
5597,cztS_silS_copS,mycofact_TetR,3
5598,mycofact_rSAM,TOBE,3
5599,cztR_silR_copR,actino_HemFlav,3
5600,mycofact_OYE_1,His_Phos_1,3
5601,cztR_silR_copR,mycofactocin,3
5602,HTH_24,drrA,3
5603,SPW,His_Phos_1,3
5604,mycofact_OYE_2,His_Phos_1,3
5605,SDR_subfam_1,SpoIIE,3
5606,cztS_silS_copS,mycofact_creat,3
5607,Mycofactocin_RRE,urea_trans_UrtD,3
5608,cztR_silR_copR,mycofact_rSAM,3
5609,cztR_silR_copR,Mycofactocin_RRE,3
5610,DNA_alkylation,His_Phos_1,3
5611,FAD_binding_3,GAF_2,3
5612,cztR_silR_copR,mycofact_glyco,3
5613,cztR_silR_copR,SDR_subfam_2,3
5614,decarb_PcaC,actino_HemFlav,3
5615,cztS_silS_copS,SDR_subfam_2,3
5616,Rv0697,ntrB,3
5617,mycofact_TetR,ntrB,3
5618,HTH_AsnC-type,2A0106,3
5619,AAA_33,Methyltransf_11,3
5620,HTH_31,DNA_alkylation,3
5621,TPR_8,TetR_N,3
5622,GerE,Nterm_IS4,3
5623,HD_5,Mycofactocin_RRE,3
5624,HD_5,mycofact_rSAM,3
5625,GerE,HD_5,3
5626,GAF,HTH_AsnC-type,3
5627,Nterm_IS4,mycofactocin,3
5628,Nterm_IS4,actino_HemFlav,3
5629,bpMoxR,LssY_C,3
5630,Methyltransf_11,LIP,3
5631,GerE,drrA,3
5632,mycofact_creat,Hemerythrin,3
5633,Rxyl_3153,GAF,3
5634,SDR_subfam_2,xylG,3
5635,mycofact_glyco,RibD_C,3
5636,FtsX,Mycofactocin_RRE,3
5637,HNH,mycofact_glyco,3
5638,FtsX,mycofact_rSAM,3
5639,heterocyst_DevA,Mycofactocin_RRE,3
5640,heterocyst_DevA,mycofact_rSAM,3
5641,HTH_31,DUF222,3
5642,SDR_subfam_2,Hemerythrin,3
5643,TPR_MalT,HTH_31,3
5644,FtsX,mycofactocin,3
5645,heterocyst_DevA,mycofactocin,3
5646,bpMoxR,Methyltransf_25,3
5647,mycofact_creat,bpMoxR,3
5648,Nterm_IS4,mycofact_rSAM,3
5649,Nterm_IS4,Mycofactocin_RRE,3
5650,Fe-ADH,AAA_30,3
5651,Mycofactocin_RRE,Peripla_BP_4,3
5652,2A0106,Rv0697,3
5653,AAA_33,VWA_CoxE,3
5654,actino_HemFlav,Peripla_BP_4,3
5655,TetR_N,Peripla_BP_6,3
5656,mycofact_OYE_2,LIP,3
5657,Ribonuc_L-PSP,Response_reg,3
5658,Ribonuc_L-PSP,pcaR_pcaU,3
5659,Nterm_IS4,mycofact_TetR,3
5660,FAD_binding_2,SDR_subfam_2,3
5661,HxlR,Ribonuc_L-PSP,3
5662,AAA_33,NDMA_methanol,3
5663,actino_HemFlav,LssY_C,3
5664,mycofact_glyco,Peripla_BP_4,3
5665,mycofact_rSAM,Peripla_BP_4,3
5666,HD_5,mycofact_OYE_2,3
5667,VWA,mycofact_TetR,3
5668,drrA,LIP,3
5669,AbiEi_1,Pyr_redox_2,3
5670,mycofact_OYE_1,LIP,3
5671,GerE,LIP,3
5672,HD_5,mycofactocin,3
5673,DUF2332,rpsG_bact,3
5674,betA,Hva1_TUDOR,3
5675,Meth_synt_2,MCM,3
5676,mycofact_rSAM,CbtA,3
5677,INV_N,GMC_mycofac_2,3
5678,adh_short,mft_etfB,3
5679,adh_short,PHB_DH,3
5680,Mycofactocin_RRE,CbtA,3
5681,mycofactocin,CbtA,3
5682,adh_short,ETF_alpha,3
5683,adh_short,ETF,3
5684,adh_short,GG-red-SF,3
5685,mycofact_TetR,CbtA,3
5686,HTH_28,NDMA_methanol,3
5687,Rv0697,gas_vesic_GvpN,3
5688,Peripla_BP_2,GAF_2,3
5689,nickel_nikE,Amidohydro_2,3
5690,TetR_C_33,Polyketide_cyc2,3
5691,Transp_cyt_pur,FAD_binding_3,3
5692,HNH,Asp_Glu_race,3
5693,nickel_nikD,SBP_bac_5,3
5694,SBP_bac_5,Amidohydro_2,3
5695,nickel_nikB,Amidohydro_2,3
5696,nickel_nikC,Amidohydro_2,3
5697,MLTR_LBD,adh_short,3
5698,nickel_nikD,Amidohydro_2,3
5699,AAA_16,Fer4,3
5700,HTH_31,adh_short,3
5701,DNA_alkylation,cyc_hxne_CoA_dh,3
