,acc_cyt,domains,mycofactocin,Mycofactocin_RRE,mycofact_rSAM,mycofact_TetR,actino_HemFlav,mycofact_glyco,mycofact_creat,SDR_subfam_1,Rv0697,TetR_N,Pyr_redox_2,SDR_subfam_2,AAA_5,VWA_CoxE,Reductase_C,GerE,mycofact_OYE_2,Response_reg,NDMA_methanol,PA_CoA_Oxy5,HisKA_3,mycofact_OYE_1,Methyltransf_11,efflux_EmrB,Fe-ADH
WP_155543855.1,zzzz346,"['Pyr_redox_2', 'Reductase_C', 'TMAO_torS', 'HAMP', 'DUF883', 'SpoIIE', 'ANTAR', 'PAS_4', 'PAS_3', 'Peripla_BP_2', 'caca2', 'LysR_substrate', 'HTH_5', 'pyruv_oxi_spxB', 'DUF262', 'DUF1524', 'Mycofactocin_RRE', 'Rxyl_3153', 'PEP_resp_reg', 'propionate_PrpR', 'HTH_30', 'HTH_50', 'AAA_22', 'DUF1989', 'DUF1524', 'Fructosamin_kin', 'YjbR']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WP_135425153.1,zzzz385,"['Fe-ADH', 'HisKA_3', 'GAF_2', 'HATPase_c_2', 'Response_reg', 'GerE', 'Methyltransf_11', 'VWA_CoxE', 'AAA_5', 'RuvB_N', 'SelP_N', 'NDMA_methanol', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'adh_fam_2', 'Acetyltransf_3', '4HBT', 'rplM_bact', 'Ribosomal_S9', 'HpnZ_proposed']",1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1
WP_082934921.1,zzzz404,"['Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_210228683.1,zzzz432,"['actino_HemFlav', 'VWA_2', 'marine_srt_targ', 'AAA_5', 'MCM', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Voltage_CLC', 'Lsr2', 'Meth_synt_2', 'cyc_hxne_CoA_dh', 'TetR_C_24', 'TetR_N', 'SGL']",1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WP_020518113.1,zzzz518,"['mycofact_TetR', 'actino_HemFlav', 'SDR_subfam_1', 'mycofact_TetR', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Rv0697', 'Transgly_assoc', 'ant_ant_sig', 'DoxX', 'Nitroreductase', 'Ricin_B_lectin', 'Cellulase']",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_067217786.1,zzzz564,"['COesterase', 'CYP450_TxtE', 'TetR_N', 'TetR_C_11', 'Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Sig70_famx2', 'Glyoxalase_6', 'Pyr_redox_2', 'HTH_AsnC-type', 'AsnC_trans_reg', 'Orn_aminotrans', 'SDR_subfam_1']",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_182379228.1,zzzz577,"['cyc_hxne_CoA_dh', 'mycofact_glyco', 'mycofact_glyco', 'ProTailRpt', 'SDR_subfam_2', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'MFS_3', 'MFS_1', 'LysR_substrate', 'HTH_1', 'ECH_1', 'adh_short_C2', 'xylG']",1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_203784336.1,zzzz579,"['DUF5539', 'MarR', 'HTH_1', 'Crp', 'Abhydrolase_6', 'LVIVD', 'Diphtheria_C', 'Peptidase_M48', 'VirB3', 'mycofact_glyco', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'gas_vesic_GvpN', 'Mg_chelatase', 'VWA_2', 'acidobact_VWFA']",1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WP_038683233.1,zzzz637,"['HTH_30', 'TOBE', 'NDMA_methanol', 'AAA_5', '26Sp45', 'VWA_CoxE', 'HalX', 'Methyltransf_25', 'MenG_MenH_UbiE', 'UbiG', 'Methyltransf_23', 'mycofactocin', 'SDR_subfam_1', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'Creatininase', 'mycofact_glyco', 'ovoA_Cterm', 'NUDIX', 'Rad50_zn_hook', 'FUR', 'CarboxypepD_reg']",1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
WP_153547669.1,zzzz659,"['LPOR', 'TetR_N', 'TetR_C_24', 'mycofact_glyco', 'SDR_subfam_2', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Rxyl_3153', 'Pyr_redox_3', 'EHN', 'Abhydrolase_1', 'protocat_pcaD', 'Aldedh', 'Pyr_redox_2', 'Reductase_C', 'Fer2', 'TF_pcaQ']",1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
WP_040167478.1,zzzz677,"['PhnT2', 'SBP_bac_6', 'APH', 'mycofact_glyco', 'mycofact_creat', 'Rv0697', 'actino_HemFlav', 'mycofact_rSAM', 'SCM_rSAM_ScmE', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'TetR_N', 'SDR_subfam_1', '3oxo_ACP_reduc', 'AcCoA-C-Actrans', 'MaoC_dehydrat_N', 'MaoC_dehydratas', 'P450_cycloAA_1']",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_159663414.1,zzzz688,"['Ac_CoA_lig_AcsA', 'adk', 'GerE', 'GAF_2', 'LexA_DNA_bind', 'HTH_38', 'mycofact_TetR', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Rv0697', 'SpoIIE', 'PAS_4', 'HATPase_c_2', 'GAF_2', 'adh_short', 'SDR_subfam_1', 'Beta-lactamase', 'urea_trans_UrtE']",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WP_190262889.1,zzzz739,"['fkbM_fam', 'recomb_XerD', 'PsbN', 'SKI', 'aroB', 'GldE', 'CBS', 'DUF2889', 'Mycofactocin_RRE', 'SDR_subfam_1', 'mycofactocin', 'mycofact_glyco', 'Creatininase', 'mft_etfB', 'GG-red-SF', 'UDP-GALP_mutase', 'ETF_alpha', 'DUF5559', 'mycofact_OYE_2']",1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WP_172833933.1,zzzz815,"['Polyketide_cyc2', 'SmpB', 'Glyco_hydro_15', 'TREH_N', 'zwf', 'CobW_C', 'SigBFG', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'VWA_CoxE', 'AAA_5', 'AAA_28', 'heterocyst_DevA', 'Rxyl_3153']",1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
WP_085258087.1,zzzz835,"['SHOCT', 'DUF5826', 'SDR_subfam_1', 'Pyr_redox_2', 'Reductase_C', '2-Hacid_dh_C', 'NAD_binding_2', 'DUF2332', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'efflux_EmrB', 'TetR_N', 'TetR_C_11']",1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
WP_106400114.1,zzzz847,"['ECH_1', 'cyc_hxne_CoA_dh', 'TetR_N', 'mycofact_TetR', 'kleA_kleC', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Rv0697', 'mycofact_TetR', 'Pkinase', 'WD40', 'Proteasome_A_N', 'TetR_N', 'betaine_BetI', 'Glyco_hydro_3_C', 'Glyco_hydro_3', 'Fn3-like', 'leuA_yeast', 'DUF5605']",1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_045876159.1,zzzzz10,"['gatC', 'ACT', 'ACT_4', 'dnlj', 'HHH', 'Meth_synt_2', 'trmU', 'FeS_nifS', 'mycofact_glyco', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'MarR_2', 'HTH_24', 'TrmB', 'MM_CoA_mutase', 'MeaB', 'mycofact_creat', 'SDR_subfam_2', 'ABM', 'S4_2', 'ROK']",1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_143528577.1,zzzzz38,"['Transposase_mut', 'SCP2', 'protocat_pcaD', 'Na_Pro_sym', 'N6_N4_Mtase', 'KCNQ2_u3', 'mycofactocin', 'SDR_subfam_1', 'Mycofactocin_RRE', 'mycofact_rSAM', 'Rxyl_3153', 'AAA_5', 'VWA_CoxE', 'AAA_16', 'actino_HemFlav', 'Creatininase', 'mycofact_glyco', 'Methyltransf_23', '2a6301s01', 'MnhB']",1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
WP_011566067.1,zzzzz94,"['MnhB', '2a6301s01', 'mycofact_glyco', 'Methyltransf_23', 'Methyltransf_12', 'Creatininase', 'actino_HemFlav', 'AAA_5', 'bpMoxR', 'AAA_16', 'ccmA', 'marine_srt_targ', 'Rxyl_3153', 'mycofact_rSAM', 'mycofact_MftB', 'SDR_subfam_1', 'mycofactocin', 'N6_N4_Mtase', 'KCNQ2_u3', 'panF', 'DUF3311', '4HBT_2', 'TPR_2', 'DUF4131']",1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WP_026401609.1,zzzz114,"['OPT', 'Exosortase_EpsH', 'Abhydrolase_1', 'SDR_subfam_1', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Rv0697', 'mycofact_TetR', 'crcB', 'crcB', 'DAO', 'adh_short_C2', 'adh_short_C2']",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_221447069.1,zzzz120,"['Amidohydro_2', 'adh_short', 'LPOR', 'pcaR_pcaU', 'actino_HemFlav', 'mycofact_glyco', 'mycofact_creat', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'MerR', 'Rv0697', 'PhnT2', 'Mo_ABC_porter', 'SBP_bac_11', 'Mop', 'TOBE', 'HTH_17']",1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_221216454.1,zzzz171,"['ROK_glcA_fam', 'NUDIX', 'NYN_YacP', 'uraD_N-term-dom', 'MerR_1', 'MerR', 'Mg_trans_NIPA', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'rSAM_QueE_gams', 'mycofact_OYE_1', 'mycofact_OYE_2', 'ETF_alpha', 'ETF', 'GG-red-SF', 'Pyr_redox', 'FeFe_hydrog_B1', 'mft_etfB', 'SDR_subfam_2']",1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
WP_064886301.1,zzzz173,"['Mycofactocin_RRE', 'CSLREA_Nterm', 'mycofactocin', 'mycofact_TetR', 'PhyH', 'Sig70_famx2', 'Glyoxalase_6', 'Pyr_redox_2', 'Reductase_C', 'HTH_AsnC-type', 'MarR', 'Sigma70_r4', 'DDAH_eukar']",1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WP_085019161.1,zzzz176,"['ant_ant_sig', 'LssY_C', 'DUF998', 'efflux_EmrB', 'Methyltransf_11', 'Rv0697', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'AAA_5', 'MCM', 'VWA_2', 'Cob-chelat-sub', 'marine_srt_targ', 'actino_HemFlav']",1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
WP_207400185.1,zzzz178,"['HTH_3', 'HTH_31', 'SsuA_fam', 'ntrB', 'PhnE', 'ntrB', 'Methyltransf_2', 'Dimerisation2', 'mycofact_TetR', 'Rv0697', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat']",1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_146341668.1,zzzz193,"['mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'TRX_reduct', 'Rv0697', 'mycofact_TetR', 'HTH_23', 'mycofactocin', 'Mycofactocin_RRE', 'nickel_nikE', 'nickel_nikD', 'nickel_nikC', 'nickel_nikB', 'SBP_bac_5', 'Amidohydro_2', 'tdh']",1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_194782140.1,zzzz200,"['2-Hacid_dh_C', 'AdoHcyase_NAD', 'FecCD', 'FecCD', 'Peripla_BP_2', 'selen_ocin', 'Rv0697', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'AAA_5', 'MCM', 'VWA_2', 'actino_HemFlav', 'mycofact_creat']",1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WP_136707406.1,zzzz219,"['actino_HemFlav', 'VWA_2', 'Cob-chelat-sub', 'marine_srt_targ', 'AAA_5', 'MCM', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Rv0697', 'RHH_1', 'PIN', 'recQ', 'Pribosyltran', 'PaaN-DH', 'PaaC-3OHAcCoADH']",1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WP_031053958.1,zzzz250,"['HATPase_c_2', 'adk', 'Ac_CoA_lig_AcsA', 'mycofact_glyco', 'SDR_subfam_2', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'NDMA_methanol', 'AAA_5', 'AAA', 'VWA_CoxE', 'Methyltransf_11', 'BioC', 'Gpr1_Fun34_YaaH', 'Response_reg', 'GerE', 'HisKA_3', 'HATPase_c_2']",1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0
WP_132196231.1,zzzz256,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Rv0697', 'mycofact_TetR', 'PaaB1', 'fa_ox_alpha_mit', 'AveC_like', 'AAA_5', 'CbbQ_C', 'VWA_2', 'TetR_N', 'TipAS']",1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WP_119696167.1,zzzz266,"['ThrE', 'mycofact_glyco', 'mycofact_creat', 'VWA_2', 'AAA_5', 'MCM', 'SDR_subfam_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Rv0697', 'pcaR_pcaU', 'DHquinase_II', 'PLDc_N', 'YhcG_C', 'DUF1016_N', 'PALP']",1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WP_197503306.1,zzzz275,"['efflux_EmrB', 'SHOCT', 'Phage_holin_3_6', 'SDR_subfam_1', 'Pyr_redox_2', 'Reductase_C', 'Glyoxalase_6', 'Sig70_famx2', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE']",1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
WP_111863082.1,zzzz277,"['mod_HExxH', 'CbiK', 'HTH_31', 'HTH_3', 'TPR_19', 'SDR_subfam_1', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Rv0697', 'mycofact_TetR', 'SCP2', 'Alkyl_sulf_C', 'MerR_1', 'MerR', 'VWD', 'Peptidase_M91', 'RGM_C', 'CwsA', 'DUF4131', 'ATP_bind_1', 'Ldl_recept_b', 'DUF742']",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_148573787.1,zzzz279,"['phoR_proteo', 'cztS_silS_copS', 'HAMP', 'LPXTG_anchor', 'BCCT', 'PGDH', 'DUF1015', '2-Hacid_dh_C', 'IlvN', 'MFS_1', 'CarboxypepD_reg', 'protocat_beta', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'rSAM_NirJ', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'betA', 'phnR_burk', 'prpB', 'D-hydantoinase']",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_156697810.1,zzzz282,"['mycoS_dep_FDH', 'Response_reg', 'PvlArgDC', 'phoR_proteo', 'HATPase_c', 'PEP_his_kin', 'SIP', 'FAD_binding_9', 'mycofact_TetR', 'TetR_N', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'PaaC-3OHAcCoADH', 'AcCoA-C-Actrans', 'cyc_hxne_CoA_dh']",1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
WP_200556750.1,zzzz395,"['purF', 'DUF3169', 'SCP_3', 'purD', 'SAICAR_synt', 'Rv0697', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'AAA_5', 'MCM', 'VWA_2', 'actino_HemFlav']",1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WP_056732420.1,zzzz397,"['actino_HemFlav', 'VWA_2', 'AAA_5', 'MCM', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Rv0697', 'recQ', 'Pribosyltran', 'DprA_WH', 'PTE', 'Lactamase_B', 'trp_arylform', 'Isochorismatase']",1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WP_147782943.1,zzzz407,"['MFS_1', 'Pribosyltran', 'ung', 'Acetyltransf_4', 'ABM', 'Rv0697', 'PCDO_beta_N', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'gas_vesic_GvpN', 'VWA_2', 'marine_srt_targ', 'DUF2201', 'actino_HemFlav', 'mycofact_creat']",1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_191193986.1,zzzz412,"['Ribonuc_L-PSP', 'ETF', 'ETF_alpha', 'ETF', 'mycofact_glyco', 'SDR_subfam_2', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'exp_by_SipW_III', 'DUF4925', 'CBM60', 'sigpep_I_arch', 'YhhN', 'HTH_31', 'NB-ARC', 'HTH_25', 'TPR_12', 'MarR_2', 'lon', 'Hemerythrin']",1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_067028361.1,zzzz453,"['PIN', 'lp_hng_hel_AbrB', 'Rxyl_3153', 'therm_gnt_kin', 'pcaR_pcaU', 'HTH_24', 'Rv0697', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'SDR_subfam_1', 'SDR_subfam_1', 'AAA_5', 'MCM', 'VWA_2', 'marine_srt_targ', 'actino_HemFlav', 'adh_short_C2', 'CoA_trans']",1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WP_133852962.1,zzzz455,"['SDR_subfam_2', 'mft_etfB', 'Fer4_2', 'aprB', 'Fer4', 'GG-red-SF', 'DAO', 'ETF_alpha', 'ETF', 'mycofact_OYE_2', 'mycofact_OYE_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'DUF1707', 'Defensin_big', 'Amidohydro_2', 'DNA_binding_1', 'PaaC-3OHAcCoADH', 'cyc_hxne_CoA_dh', 'Pro-kuma_activ', 'Peptidase_S8']",1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
WP_210901010.1,zzzz476,"['SDR_subfam_1', 'VWA_2', 'marine_srt_targ', 'AAA_5', 'Mg_chelatase', 'MCM', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'mycofact_rSAM', 'Fer4_14', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Acyl_transf_3', 'DUF4143', 'AAA_14', 'PaaN-DH', 'PaaC-3OHAcCoADH', 'ECH_1', 'pcaF']",1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WP_106176460.1,zzzz485,"['fdhA_non_GSH', 'ADH_N_assoc', 'DSBA', 'MFS_1', 'TRX_reduct', 'HTH_3', 'Cupin_2', 'YGGT', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Beta_helix', 'beta_helix_1', 'Glyco_hydro_12', 'LPMO_10', 'CBM_2', 'GSDH', 'CBM_2', 'LPMO_10']",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_157079155.1,zzzz512,"['mycofact_creat', 'actino_HemFlav', 'VWA_2', 'marine_srt_targ', 'VWA', 'AAA_5', 'bpMoxR', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Rv0697', 'Methyltransf_11', 'Methyltransf_25', 'LssY_C', 'TIGR00147', 'NTP_transf_2']",1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
WP_123229022.1,zzzz513,"['BPD_transp_2', 'SDR_subfam_1', 'Ribonuc_L-PSP', 'HbpS-like', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'DUF11', 'Sortase', 'AAA_16', 'GerE', 'HTH_47', 'HTH_23', 'TPR_19']",1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
WP_158028251.1,zzzz550,"['adh_short', 'LPOR', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'pcaR_pcaU', 'Rv0697', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'ILVD_EDD', 'FAD_oxidored', 'pcaR_pcaU', 'pcaR_pcaU', 'SBP_bac_5', 'YqfQ', 'K_channel_TID', 'SBP_bac_5', 'nickel_nikE']",1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_227463115.1,zzzz588,"['AMP-binding', 'AMP-binding_C', 'AcCoA-C-Actrans', 'DUF6344', 'TetR_N', 'HTH_30', 'HTH_38', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'SDR_subfam_2', 'mycofact_glyco', 'mycofact_creat', 'Lipase_3', 'Laminin_II', 'Perilipin', 'TNFR_16_TM']",1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_171704413.1,zzzz612,"['SDH_alpha', 'TIGR00147', 'LssY_C', 'Methyltransf_11', 'Rv0697', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'AAA_5', 'bpMoxR', 'ruvB', 'VWA_2', 'marine_srt_targ', 'actino_HemFlav', 'enACPred_II', 'Cellulase', 'CBM_2']",1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
WP_225978467.1,zzzz629,"['ABC_choXWV_perm', 'proV', 'BPD_transp_1', 'quinone_pig3', 'NRPS_term_dom', 'mycofact_creat', 'mycofact_glyco', 'SDR_subfam_2', 'Mycofactocin_RRE', 'mycofact_TetR', 'mycofactocin', 'mycofact_rSAM', 'DeoRC', 'HTH_DeoR', '2A0114', 'pdxA', 'SBD_N', 'NBD_C']",1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_166870956.1,zzzz647,"['BPD_transp_2', 'BPD_transp_2', 'dCMP_cyt_deam_1', 'SNAD4', 'DUF998', 'YCII', 'Rv0697', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'AAA_5', 'MCM', 'VWA_2', 'marine_srt_targ', 'DUF2201', 'actino_HemFlav', 'mycofact_creat']",1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WP_046258303.1,zzzz726,"['Fdhalpha-like', 'LysR_substrate', 'HTH_1', 'TetR_C_24', 'adh_short_C2', 'F420_Rv3520c', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Acyl-CoA_dh_2', 'sulfur_SfnB', 'Flavin_Reduct', 'Sdh_cyt', 'adh_short_C2']",1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_093830946.1,zzzz727,"['Bax1-I', 'GldA_ABC_ATP', 'ABC2_membrane_3', 'SDR_subfam_1', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Rv0697', 'SnoaL_2', 'MLTR_LBD', 'HTH_31', 'MmgE_PrpD_C', 'MmgE_PrpD', 'TIGR00147', 'FA_desaturase']",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
