Query,Genus/Species,Nucleotide_acc,Protein_acc,start,end,dir,PfamID1,Name1,Description1,E-value1,PfamID2,Name2,Description2,E-value2,PfamID3,Name3,Description3,E-value3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_067028361.1,Microbacterium sediminis,NZ_CP038256.1,WP_218939252.1,147905,148769,+,PF13561,adh_short_C2,Enoyl-(Acyl carrier protein) reductase,2.2E-53,TIGR01830,TIGR01830,3oxo_ACP_reduc: 3-oxoacyl-[acyl-carrier-protein] reductase,7.9E-34,PF00106,adh_short,short chain dehydrogenase,8E-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_067028361.1,Microbacterium sediminis,NZ_CP038256.1,WP_135011787.1,148765,150178,+,PF01144,CoA_trans,Coenzyme A transferase,1.1E-77,TIGR02428,TIGR02428,"pcaJ_scoB_fam: 3-oxoacid CoA-transferase, B subunit",5E-65,TIGR02429,TIGR02429,"pcaI_scoA_fam: 3-oxoacid CoA-transferase, A subunit",8.6E-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_133852962.1,Labedaea rhizosphaerae,NZ_SNXZ01000006.1,WP_133852957.1,366086,365303,-,TIGR04504,TIGR04504,SDR_subfam_2: SDR family mycofactocin-dependent oxidoreductase,2E-120,TIGR03971,TIGR03971,SDR_subfam_1: SDR family mycofactocin-dependent oxidoreductase,2.6E-56,PF13561,adh_short_C2,Enoyl-(Acyl carrier protein) reductase,2.3E-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_133852962.1,Labedaea rhizosphaerae,NZ_SNXZ01000006.1,WP_166659400.1,366889,366082,-,TIGR04503,TIGR04503,"mft_etfB: electron transfer flavoprotein, mycofactocin-associated",6.7E-96,PF01012,ETF,Electron transfer flavoprotein domain,3.5E-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_133852962.1,Labedaea rhizosphaerae,NZ_SNXZ01000006.1,WP_166659401.1,367184,366893,-,PF12797,Fer4_2,4Fe-4S binding domain,4.1E-09,PF13187,Fer4_9,4Fe-4S dicluster domain,1.7E-08,TIGR04105,TIGR04105,"FeFe_hydrog_B1: [FeFe] hydrogenase, group B1/B3",1.9E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_133852962.1,Labedaea rhizosphaerae,NZ_SNXZ01000006.1,WP_133852959.1,368458,367180,-,TIGR02032,TIGR02032,GG-red-SF: geranylgeranyl reductase family,2.5E-32,TIGR02023,TIGR02023,BchP-ChlP: geranylgeranyl reductase,3.3E-19,TIGR02028,TIGR02028,ChlP: geranylgeranyl reductase,1.8E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_133852962.1,Labedaea rhizosphaerae,NZ_SNXZ01000006.1,WP_243754372.1,369362,368450,-,PF00766,ETF_alpha,Electron transfer flavoprotein FAD-binding domain,7.3E-28,PF01012,ETF,Electron transfer flavoprotein domain,4.1E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_133852962.1,Labedaea rhizosphaerae,NZ_SNXZ01000006.1,WP_243754373.1,371317,369358,-,TIGR03997,TIGR03997,mycofact_OYE_2: mycofactocin system FadH/OYE family oxidoreductase 2,2.1E-303,TIGR03996,TIGR03996,mycofact_OYE_1: mycofactocin system FadH/OYE family oxidoreductase 1,1.4E-119,PF00724,Oxidored_FMN,NADH:flavin oxidoreductase / NADH oxidase family,1.9E-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_133852962.1,Labedaea rhizosphaerae,NZ_SNXZ01000006.1,WP_133852960.1,373152,371313,-,TIGR03996,TIGR03996,mycofact_OYE_1: mycofactocin system FadH/OYE family oxidoreductase 1,3.5E-251,TIGR03997,TIGR03997,mycofact_OYE_2: mycofactocin system FadH/OYE family oxidoreductase 2,4.2E-146,PF00724,Oxidored_FMN,NADH:flavin oxidoreductase / NADH oxidase family,1E-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_133852962.1,Labedaea rhizosphaerae,NZ_SNXZ01000006.1,WP_133852961.1,374288,373148,-,TIGR03962,TIGR03962,mycofact_rSAM: mycofactocin radical SAM maturase,2.5E-189,TIGR04545,TIGR04545,rSAM_ahbD_hemeb: heme b synthase,4.6E-47,TIGR04055,TIGR04055,rSAM_NirJ2: putative heme d1 biosynthesis radical SAM protein NirJ2,9.6E-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_133852962.1,Labedaea rhizosphaerae,NZ_SNXZ01000006.1,WP_133852962.1,374583,374307,-,RREFam016,Mycofactocin_RRE,Stand-alone RRE protein in a mycofactocin cluster,4.8E-28,TIGR03967,TIGR03967,mycofact_MftB: putative mycofactocin binding protein MftB,7.6E-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_133852962.1,Labedaea rhizosphaerae,NZ_SNXZ01000006.1,WP_133853125.1,374653,374572,-,TIGR03969,TIGR03969,mycofactocin: mycofactocin precursor,1.2E-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_133852962.1,Labedaea rhizosphaerae,NZ_SNXZ01000006.1,WP_243754374.1,374726,375341,+,TIGR03968,TIGR03968,mycofact_TetR: mycofactocin system transcriptional regulator,6.8E-86,PF17754,TetR_C_14,MftR C-terminal domain,2.4E-42,PF00440,TetR_N,"Bacterial regulatory proteins, tetR family",1.5E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_133852962.1,Labedaea rhizosphaerae,NZ_SNXZ01000006.1,WP_133852964.1,375878,375479,-,PF08044,DUF1707,Domain of unknown function (DUF1707),2.9E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_133852962.1,Labedaea rhizosphaerae,NZ_SNXZ01000006.1,WP_133852965.1,376914,375909,-,PF04909,Amidohydro_2,Amidohydrolase,8.7E-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_133852962.1,Labedaea rhizosphaerae,NZ_SNXZ01000006.1,WP_133852966.1,377475,376935,-,PF01035,DNA_binding_1,"6-O-methylguanine DNA methyltransferase, DNA binding domain",1.3E-30,TIGR00589,TIGR00589,ogt: methylated-DNA--[protein]-cysteine S-methyltransferase,6.9E-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_133852962.1,Labedaea rhizosphaerae,NZ_SNXZ01000006.1,WP_133852967.1,377590,378460,+,TIGR02279,TIGR02279,PaaC-3OHAcCoADH: 3-hydroxyacyl-CoA dehydrogenase PaaC,4.4E-65,TIGR02440,TIGR02440,"FadJ: fatty oxidation complex, alpha subunit FadJ",2.4E-57,PF02737,3HCDH_N,"3-hydroxyacyl-CoA dehydrogenase, NAD binding domain",3.1E-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_133852962.1,Labedaea rhizosphaerae,NZ_SNXZ01000006.1,WP_133852968.1,378456,379608,+,TIGR03207,TIGR03207,cyc_hxne_CoA_dh: cyclohexanecarboxyl-CoA dehydrogenase,2.6E-55,PF00441,Acyl-CoA_dh_1,"Acyl-CoA dehydrogenase, C-terminal domain",5.7E-49,TIGR03203,TIGR03203,"pimD_small: pimeloyl-CoA dehydrogenase, small subunit",1.6E-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_133852962.1,Labedaea rhizosphaerae,NZ_SNXZ01000006.1,WP_243754375.1,379731,381705,+,PF09286,Pro-kuma_activ,"Pro-kumamolisin, activation domain",7.7E-28,PF00082,Peptidase_S8,Subtilase family,5.3E-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_168911424.1,Microbacterium sp. CFH 90308,NZ_JABACI010000001.1,WP_168911417.1,769299,768420,-,PF01061,ABC2_membrane,ABC-2 type transporter,2.7E-22,PF12698,ABC2_membrane_3,ABC-2 family transporter protein,2.9E-22,TIGR01247,TIGR01247,drrB: daunorubicin resistance ABC transporter membrane protein,2.7E-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_168911424.1,Microbacterium sp. CFH 90308,NZ_JABACI010000001.1,WP_168911418.1,770171,769295,-,TIGR01188,TIGR01188,"drrA: daunorubicin resistance ABC transporter, ATP-binding protein",3E-63,TIGR01288,TIGR01288,nodI: nodulation ABC transporter NodI,1.2E-50,TIGR03864,TIGR03864,"PQQ_ABC_ATP: ABC transporter, ATP-binding subunit, PQQ-dependent alcohol dehydrogenase system",9.4E-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_168911424.1,Microbacterium sp. CFH 90308,NZ_JABACI010000001.1,WP_205834943.1,770299,771556,+,TIGR03540,TIGR03540,DapC_direct: LL-diaminopimelate aminotransferase,1.4E-69,PF00155,Aminotran_1_2,Aminotransferase class I and II,9.8E-67,TIGR01265,TIGR01265,tyr_nico_aTase: tyrosine/nicotianamine family aminotransferase,5.1E-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_168911424.1,Microbacterium sp. CFH 90308,NZ_JABACI010000001.1,WP_205834672.1,773023,771562,-,PF00171,Aldedh,Aldehyde dehydrogenase family,1.3E-148,TIGR01804,TIGR01804,BADH: betaine-aldehyde dehydrogenase,4.7E-118,TIGR04284,TIGR04284,"aldehy_Rv0768: aldehyde dehydrogenase, Rv0768 family",1.5E-113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_168911424.1,Microbacterium sp. CFH 90308,NZ_JABACI010000001.1,WP_168911420.1,774421,773062,-,TIGR02155,TIGR02155,PA_CoA_ligase: phenylacetate-CoA ligase,4.3E-43,TIGR03335,TIGR03335,F390_ftsA: coenzyme F390 synthetase,2.2E-16,PF00501,AMP-binding,AMP-binding enzyme,1.2E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_168911424.1,Microbacterium sp. CFH 90308,NZ_JABACI010000001.1,WP_168911421.1,775359,774573,-,TIGR02431,TIGR02431,"pcaR_pcaU: beta-ketoadipate pathway transcriptional regulators, PcaR/PcaU/PobR family",4.2E-34,PF01614,IclR,Bacterial transcriptional regulator,2.9E-24,PF09339,HTH_IclR,IclR helix-turn-helix domain,3.2E-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_168911424.1,Microbacterium sp. CFH 90308,NZ_JABACI010000001.1,WP_168911422.1,775548,775839,+,PF03992,ABM,Antibiotic biosynthesis monooxygenase,3.9E-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_168911424.1,Microbacterium sp. CFH 90308,NZ_JABACI010000001.1,WP_168911423.1,775940,776042,+,TIGR03969,TIGR03969,mycofactocin: mycofactocin precursor,1.8E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_168911424.1,Microbacterium sp. CFH 90308,NZ_JABACI010000001.1,WP_168911424.1,776049,776322,+,RREFam016,Mycofactocin_RRE,Stand-alone RRE protein in a mycofactocin cluster,4.9E-29,TIGR03967,TIGR03967,mycofact_MftB: putative mycofactocin binding protein MftB,7.8E-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_168911424.1,Microbacterium sp. CFH 90308,NZ_JABACI010000001.1,WP_168911425.1,776318,777617,+,TIGR03962,TIGR03962,mycofact_rSAM: mycofactocin radical SAM maturase,1.4E-191,TIGR04545,TIGR04545,rSAM_ahbD_hemeb: heme b synthase,3.8E-53,TIGR04055,TIGR04055,rSAM_NirJ2: putative heme d1 biosynthesis radical SAM protein NirJ2,6.3E-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_168911424.1,Microbacterium sp. CFH 90308,NZ_JABACI010000001.1,WP_168911426.1,777616,778843,+,TIGR03966,TIGR03966,"actino_HemFlav: heme/flavin dehydrogenase, mycofactocin system",5.4E-204,PF01070,FMN_dh,FMN-dependent dehydrogenase,2.9E-106,TIGR02708,TIGR02708,L_lactate_ox: L-lactate oxidase,1.3E-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_168911424.1,Microbacterium sp. CFH 90308,NZ_JABACI010000001.1,WP_168911427.1,780012,778893,-,TIGR02769,TIGR02769,nickel_nikE: nickel import ATP-binding protein NikE,1.5E-75,TIGR02770,TIGR02770,nickel_nikD: nickel import ATP-binding protein NikD,1E-51,TIGR02314,TIGR02314,"ABC_MetN: D-methionine ABC transporter, ATP-binding protein",5.1E-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_168911424.1,Microbacterium sp. CFH 90308,NZ_JABACI010000001.1,WP_205834674.1,781190,780008,-,TIGR02770,TIGR02770,nickel_nikD: nickel import ATP-binding protein NikD,5.7E-68,TIGR02769,TIGR02769,nickel_nikE: nickel import ATP-binding protein NikE,9.2E-55,TIGR01186,TIGR01186,proV: glycine betaine/L-proline transport ATP binding subunit,1.3E-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_168911424.1,Microbacterium sp. CFH 90308,NZ_JABACI010000001.1,WP_168911428.1,782074,781186,-,TIGR02790,TIGR02790,"nickel_nikC: nickel ABC transporter, permease subunit NikC",8.9E-64,PF00528,BPD_transp_1,Binding-protein-dependent transport system inner membrane component,6.3E-22,TIGR01097,TIGR01097,"PhnE: phosphonate ABC transporter, permease protein PhnE",3.6E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_168911424.1,Microbacterium sp. CFH 90308,NZ_JABACI010000001.1,WP_168911429.1,783092,782060,-,TIGR02789,TIGR02789,"nickel_nikB: nickel ABC transporter, permease subunit NikB",1.1E-70,PF00528,BPD_transp_1,Binding-protein-dependent transport system inner membrane component,1.4E-38,PF19300,BPD_transp_1_N,"Binding-prot-dependent transport system membrane comp, N-term",4.3E-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_168911424.1,Microbacterium sp. CFH 90308,NZ_JABACI010000001.1,WP_168911430.1,784876,783088,-,PF00496,SBP_bac_5,"Bacterial extracellular solute-binding proteins, family 5 Middle",3.6E-63,TIGR02294,TIGR02294,"nickel_nikA: nickel ABC transporter, nickel/metallophore periplasmic binding protein",1.8E-34,TIGR04028,TIGR04028,"SBP_KPN_01854: ABC transporter substrate binding protein, KPN_01854 family",1.5E-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_168911424.1,Microbacterium sp. CFH 90308,NZ_JABACI010000001.1,WP_240948726.1,786134,785111,-,PF04909,Amidohydro_2,Amidohydrolase,4.6E-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_204835513.1,Nocardioides nitrophenolicus,NZ_JAFBBY010000001.1,WP_204835505.1,681272,682298,+,PF02322,Cyt_bd_oxida_II,Cytochrome bd terminal oxidase subunit II,5.2E-116,TIGR00203,TIGR00203,"cydB: cytochrome d ubiquinol oxidase, subunit II",1.7E-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_204835513.1,Nocardioides nitrophenolicus,NZ_JAFBBY010000001.1,WP_204835506.1,682294,685660,+,TIGR02857,TIGR02857,"CydD: thiol reductant ABC exporter, CydD subunit",9.1E-217,TIGR02868,TIGR02868,"CydC: thiol reductant ABC exporter, CydC subunit",1.6E-190,TIGR02204,TIGR02204,"MsbA_rel: ABC transporter, permease/ATP-binding protein",5.9E-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_204835513.1,Nocardioides nitrophenolicus,NZ_JAFBBY010000001.1,WP_204835507.1,685646,686579,+,PF00582,Usp,Universal stress protein family,1.1E-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_204835513.1,Nocardioides nitrophenolicus,NZ_JAFBBY010000001.1,WP_239545810.1,686798,687434,+,PF00582,Usp,Universal stress protein family,5.8E-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_204835513.1,Nocardioides nitrophenolicus,NZ_JAFBBY010000001.1,WP_204835509.1,688066,687478,-,TIGR01351,TIGR01351,adk: adenylate kinase,2.8E-57,PF00406,ADK,Adenylate kinase,6.9E-47,TIGR01360,TIGR01360,aden_kin_iso1: adenylate kinase,2.9E-36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_204835513.1,Nocardioides nitrophenolicus,NZ_JAFBBY010000001.1,WP_204835510.1,688242,688836,+,PF01184,Gpr1_Fun34_YaaH,GPR1/FUN34/yaaH family,7.7E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_204835513.1,Nocardioides nitrophenolicus,NZ_JAFBBY010000001.1,WP_204835511.1,690262,688747,-,TIGR03965,TIGR03965,mycofact_glyco: mycofactocin system glycosyltransferase,6.9E-138,PF00535,Glycos_transf_2,Glycosyl transferase family 2,9.7E-21,PF13641,Glyco_tranf_2_3,Glycosyltransferase like family 2,1E-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_204835513.1,Nocardioides nitrophenolicus,NZ_JAFBBY010000001.1,WP_204835512.1,691471,690274,-,TIGR03962,TIGR03962,mycofact_rSAM: mycofactocin radical SAM maturase,5.1E-199,TIGR04545,TIGR04545,rSAM_ahbD_hemeb: heme b synthase,1.7E-49,TIGR04303,TIGR04303,GeoRSP_rSAM: GeoRSP system radical SAM/SPASM protein,1.8E-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_204835513.1,Nocardioides nitrophenolicus,NZ_JAFBBY010000001.1,WP_204835513.1,691755,691467,-,RREFam016,Mycofactocin_RRE,Stand-alone RRE protein in a mycofactocin cluster,1.3E-28,TIGR03967,TIGR03967,mycofact_MftB: putative mycofactocin binding protein MftB,2E-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_204835513.1,Nocardioides nitrophenolicus,NZ_JAFBBY010000001.1,WP_204835514.1,691894,691774,-,TIGR03969,TIGR03969,mycofactocin: mycofactocin precursor,5E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_204835513.1,Nocardioides nitrophenolicus,NZ_JAFBBY010000001.1,WP_204835515.1,692180,693473,+,TIGR04266,TIGR04266,NDMA_methanol: NDMA-dependent methanol dehydrogenase,2E-204,PF00465,Fe-ADH,Iron-containing alcohol dehydrogenase,4.1E-104,TIGR02638,TIGR02638,lactal_redase: lactaldehyde reductase,5.8E-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_204835513.1,Nocardioides nitrophenolicus,NZ_JAFBBY010000001.1,WP_204835516.1,693577,694780,+,PF07728,AAA_5,AAA domain (dynein-related subfamily),6.2E-14,TIGR02640,TIGR02640,gas_vesic_GvpN: gas vesicle protein GvpN,7.7E-13,PF00004,AAA,ATPase family associated with various cellular activities (AAA),6.4E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_204835513.1,Nocardioides nitrophenolicus,NZ_JAFBBY010000001.1,WP_204835517.1,694798,696334,+,PF05762,VWA_CoxE,VWA domain containing CoxE-like protein,4.6E-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_204835513.1,Nocardioides nitrophenolicus,NZ_JAFBBY010000001.1,WP_204835518.1,696330,697239,+,PF08241,Methyltransf_11,Methyltransferase domain,1E-11,PF13649,Methyltransf_25,Methyltransferase domain,4.8E-11,PF08242,Methyltransf_12,Methyltransferase domain,1.1E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_204835513.1,Nocardioides nitrophenolicus,NZ_JAFBBY010000001.1,WP_204835519.1,697951,697267,-,PF00072,Response_reg,Response regulator receiver domain,9.9E-22,PF00196,GerE,"Bacterial regulatory proteins, luxR family",8.9E-20,TIGR02875,TIGR02875,spore_0_A: sporulation transcription factor Spo0A,1.5E-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_204835513.1,Nocardioides nitrophenolicus,NZ_JAFBBY010000001.1,WP_205126224.1,699309,697947,-,PF07730,HisKA_3,Histidine kinase,1.9E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_204835513.1,Nocardioides nitrophenolicus,NZ_JAFBBY010000001.1,WP_239545812.1,700508,699365,-,PF00465,Fe-ADH,Iron-containing alcohol dehydrogenase,5.5E-117,TIGR02638,TIGR02638,lactal_redase: lactaldehyde reductase,2.9E-96,TIGR03405,TIGR03405,Phn_Fe-ADH: phosphonate metabolism-associated iron-containing alcohol dehydrogenase,4.2E-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_160703318.1,Amycolatopsis sp. SID8362,NZ_JAAGNB010001672.1,WP_160703310.1,0,458,+,PF07228,SpoIIE,Stage II sporulation protein E (SpoIIE),4.8E-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_160703318.1,Amycolatopsis sp. SID8362,NZ_JAAGNB010001672.1,WP_160703312.1,1601,506,-,TIGR00846,TIGR00846,caca2: calcium/proton exchanger,5.8E-61,PF01699,Na_Ca_ex,Sodium/calcium exchanger protein,1.6E-21,TIGR00378,TIGR00378,cax: calcium/proton exchanger,4.4E-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_160703318.1,Amycolatopsis sp. SID8362,NZ_JAAGNB010001672.1,WP_160703314.1,2534,1652,-,PF03466,LysR_substrate,LysR substrate binding domain,1.3E-47,TIGR03339,TIGR03339,phn_lysR: aminoethylphosphonate catabolism associated LysR family transcriptional regulator,7.3E-34,TIGR02424,TIGR02424,TF_pcaQ: pca operon transcription factor PcaQ,3E-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_160703318.1,Amycolatopsis sp. SID8362,NZ_JAAGNB010001672.1,WP_160703316.1,2604,4338,+,TIGR02720,TIGR02720,pyruv_oxi_spxB: pyruvate oxidase,4.5E-101,TIGR00118,TIGR00118,"acolac_lg: acetolactate synthase, large subunit, biosynthetic type",2.5E-86,TIGR03457,TIGR03457,sulphoacet_xsc: sulfoacetaldehyde acetyltransferase,5.9E-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_160703318.1,Amycolatopsis sp. SID8362,NZ_JAAGNB010001672.1,WP_160703318.1,4629,4380,-,RREFam016,Mycofactocin_RRE,Stand-alone RRE protein in a mycofactocin cluster,2.9E-10,TIGR03967,TIGR03967,mycofact_MftB: putative mycofactocin binding protein MftB,4.6E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_160703318.1,Amycolatopsis sp. SID8362,NZ_JAAGNB010001672.1,WP_166641647.1,5760,4644,-,TIGR03989,TIGR03989,"Rxyl_3153: NDMA-dependent alcohol dehydrogenase, Rxyl_3153 family",6.3E-170,TIGR02818,TIGR02818,adh_III_F_hyde: S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase,1.7E-73,TIGR03451,TIGR03451,mycoS_dep_FDH: S-(hydroxymethyl)mycothiol dehydrogenase,1.6E-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_160703318.1,Amycolatopsis sp. SID8362,NZ_JAAGNB010001672.1,G3I65_RS51575,6000,6373,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_163898009.1,Mycolicibacterium pulveris,NZ_AP022599.1,WP_019738629.1,1129364,1129577,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_163898009.1,Mycolicibacterium pulveris,NZ_AP022599.1,WP_235674726.1,1131192,1129677,-,PF00135,COesterase,Carboxylesterase family,2.9E-112,PF20434,BD-FAE,BD-FAE,8.5E-13,PF07859,Abhydrolase_3,alpha/beta hydrolase fold,1.4E-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_163898009.1,Mycolicibacterium pulveris,NZ_AP022599.1,WP_163897988.1,1131344,1132595,+,TIGR04458,TIGR04458,CYP450_TxtE: 4-nitrotryptophan synthase,2.8E-41,TIGR04538,TIGR04538,"P450_cycloAA_1: cytochrome P450, cyclodipeptide synthase-associated",7.6E-37,TIGR04515,TIGR04515,P450_rel_GT_act: P450-derived glycosyltranferase activator,2.3E-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_163898009.1,Mycolicibacterium pulveris,NZ_AP022599.1,WP_163897992.1,1134118,1132684,-,TIGR03970,TIGR03970,"Rv0697: dehydrogenase, Rv0697 family",4.3E-216,TIGR01810,TIGR01810,betA: choline dehydrogenase,4.1E-73,TIGR04542,TIGR04542,GMC_mycofac_2: GMC family mycofactocin-associated oxidreductase,3.2E-71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_163898009.1,Mycolicibacterium pulveris,NZ_AP022599.1,WP_163897996.1,1135540,1134127,-,TIGR03965,TIGR03965,mycofact_glyco: mycofactocin system glycosyltransferase,1.8E-187,PF00535,Glycos_transf_2,Glycosyl transferase family 2,1.5E-24,PF10111,Glyco_tranf_2_2,Glycosyltransferase like family 2,2.3E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_163898009.1,Mycolicibacterium pulveris,NZ_AP022599.1,WP_163897999.1,1136280,1135536,-,TIGR03964,TIGR03964,mycofact_creat: mycofactocin system creatininase family protein,6.4E-106,PF02633,Creatininase,Creatinine amidohydrolase,4.4E-53,TIGR04448,TIGR04448,creatininase: creatininase,5.5E-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_163898009.1,Mycolicibacterium pulveris,NZ_AP022599.1,WP_163898003.1,1137609,1136415,-,TIGR03966,TIGR03966,"actino_HemFlav: heme/flavin dehydrogenase, mycofactocin system",7E-215,PF01070,FMN_dh,FMN-dependent dehydrogenase,1E-111,TIGR02708,TIGR02708,L_lactate_ox: L-lactate oxidase,3.2E-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_163898009.1,Mycolicibacterium pulveris,NZ_AP022599.1,WP_163898006.1,1138817,1137611,-,TIGR03962,TIGR03962,mycofact_rSAM: mycofactocin radical SAM maturase,1.6E-198,TIGR04545,TIGR04545,rSAM_ahbD_hemeb: heme b synthase,4E-51,TIGR04055,TIGR04055,rSAM_NirJ2: putative heme d1 biosynthesis radical SAM protein NirJ2,1.5E-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_163898009.1,Mycolicibacterium pulveris,NZ_AP022599.1,WP_163898009.1,1139131,1138813,-,RREFam016,Mycofactocin_RRE,Stand-alone RRE protein in a mycofactocin cluster,1.5E-32,TIGR03967,TIGR03967,mycofact_MftB: putative mycofactocin binding protein MftB,2.5E-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_163898009.1,Mycolicibacterium pulveris,NZ_AP022599.1,G6N28_RS26980,1139149,1139272,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_163898009.1,Mycolicibacterium pulveris,NZ_AP022599.1,WP_179962022.1,1139313,1139916,+,TIGR03968,TIGR03968,mycofact_TetR: mycofactocin system transcriptional regulator,1.4E-87,PF17754,TetR_C_14,MftR C-terminal domain,4.4E-39,PF00440,TetR_N,"Bacterial regulatory proteins, tetR family",4.6E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_163898009.1,Mycolicibacterium pulveris,NZ_AP022599.1,WP_163898015.1,1139980,1141627,+,PF03949,Malic_M,"Malic enzyme, NAD binding domain",5.9E-88,PF00390,malic,"Malic enzyme, N-terminal domain",6.1E-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
